Pavarde           Vardas            Galutinis vid.  Galutinis med.  
Pavarde76588      Vardas57626       4.00            4.00
Pavarde41938      Vardas61307       4.00            3.60
Pavarde28809      Vardas56540       4.00            4.00
Pavarde54704      Vardas51901       4.00            4.20
Pavarde85473      Vardas67563       4.00            4.40
Pavarde90361      Vardas31470       4.00            3.80
Pavarde12277      Vardas32584       4.00            3.80
Pavarde58179      Vardas54519       4.00            4.00
Pavarde38341      Vardas71101       4.00            3.80
Pavarde84043      Vardas67998       4.00            4.20
Pavarde6270       Vardas79227       4.00            3.60
Pavarde4866       Vardas92579       4.00            4.20
Pavarde9928       Vardas86885       4.00            3.80
Pavarde31149      Vardas6934        4.00            3.80
Pavarde58133      Vardas46754       4.00            3.80
Pavarde76937      Vardas33367       4.00            4.40
Pavarde90024      Vardas23259       4.00            3.60
Pavarde83544      Vardas68854       4.00            3.80
Pavarde2429       Vardas38427       4.00            3.60
Pavarde84950      Vardas46910       4.00            3.80
Pavarde96816      Vardas16333       4.00            3.80
Pavarde28356      Vardas72052       4.00            3.80
Pavarde55782      Vardas88816       4.00            4.40
Pavarde23851      Vardas99405       4.00            4.00
Pavarde33925      Vardas51162       4.00            3.40
Pavarde30836      Vardas6286        4.00            3.80
Pavarde42059      Vardas26910       4.00            3.80
Pavarde53870      Vardas56334       4.00            4.00
Pavarde25413      Vardas70380       4.00            3.80
Pavarde70048      Vardas3973        4.00            4.20
Pavarde50005      Vardas10285       4.00            3.20
Pavarde47554      Vardas60290       4.00            4.20
Pavarde70708      Vardas72412       4.00            3.60
Pavarde92698      Vardas65410       4.00            3.80
Pavarde8220       Vardas60651       4.00            3.80
Pavarde74631      Vardas57096       4.00            4.20
Pavarde51745      Vardas91041       4.00            4.00
Pavarde87948      Vardas51861       4.00            4.20
Pavarde40503      Vardas69852       4.00            3.40
Pavarde15460      Vardas6707        4.00            4.40
Pavarde58008      Vardas92737       4.00            3.80
Pavarde12599      Vardas81090       4.00            3.60
Pavarde86330      Vardas42246       4.00            4.40
Pavarde91085      Vardas56288       4.00            3.80
Pavarde28406      Vardas43278       4.00            3.80
Pavarde81775      Vardas29905       4.00            3.60
Pavarde89811      Vardas79041       4.00            3.80
Pavarde71731      Vardas97200       4.00            3.40
Pavarde16127      Vardas44116       4.00            4.20
Pavarde15905      Vardas92217       4.00            4.20
Pavarde55563      Vardas97360       4.00            4.20
Pavarde46140      Vardas96086       4.00            4.20
Pavarde55315      Vardas91410       4.00            4.00
Pavarde60675      Vardas986         4.00            3.80
Pavarde78992      Vardas11334       4.00            3.60
Pavarde48153      Vardas74279       4.00            3.80
Pavarde78823      Vardas23514       4.00            4.20
Pavarde38087      Vardas15985       4.00            4.40
Pavarde20374      Vardas10724       4.00            4.60
Pavarde7715       Vardas6088        4.00            3.80
Pavarde42434      Vardas26243       4.00            3.80
Pavarde11340      Vardas84945       4.00            3.80
Pavarde9370       Vardas51428       4.00            4.00
Pavarde32666      Vardas93491       4.00            3.80
Pavarde76245      Vardas19051       4.00            3.80
Pavarde66789      Vardas13874       4.00            4.20
Pavarde58140      Vardas48956       4.00            3.40
Pavarde5735       Vardas33203       4.00            4.00
Pavarde43772      Vardas336         4.00            3.40
Pavarde65504      Vardas92166       4.00            3.60
Pavarde38106      Vardas81877       4.00            4.20
Pavarde83573      Vardas34362       4.00            4.40
Pavarde17265      Vardas29728       4.00            4.00
Pavarde88532      Vardas75388       4.00            3.80
Pavarde62485      Vardas90280       4.00            3.80
Pavarde8          Vardas5748        4.00            4.20
Pavarde27890      Vardas64377       4.00            3.80
Pavarde23233      Vardas91741       4.00            3.40
Pavarde18465      Vardas70302       4.00            3.80
Pavarde34657      Vardas73820       4.00            4.20
Pavarde91853      Vardas137         4.00            3.80
Pavarde6251       Vardas56604       4.00            3.60
Pavarde37974      Vardas36090       4.00            3.80
Pavarde79779      Vardas82230       4.00            4.40
Pavarde89815      Vardas19778       4.00            3.60
Pavarde6578       Vardas42158       4.00            4.00
Pavarde80586      Vardas58858       4.00            4.00
Pavarde62190      Vardas49123       4.00            4.00
Pavarde82099      Vardas85931       4.00            4.40
Pavarde54769      Vardas23531       4.00            3.40
Pavarde28725      Vardas93122       4.00            4.20
Pavarde4277       Vardas13335       4.00            4.40
Pavarde52940      Vardas55798       4.00            3.60
Pavarde16920      Vardas98286       4.00            4.00
Pavarde2542       Vardas11157       4.00            3.20
Pavarde25544      Vardas57677       4.00            3.60
Pavarde28016      Vardas43569       4.00            3.80
Pavarde88606      Vardas39390       4.00            4.20
Pavarde11979      Vardas43520       4.00            4.20
Pavarde33746      Vardas11831       4.00            3.80
Pavarde48467      Vardas50324       4.00            3.40
Pavarde93640      Vardas73318       4.00            3.40
Pavarde86131      Vardas72044       4.00            3.80
Pavarde24247      Vardas74956       4.00            3.80
Pavarde10801      Vardas26985       4.00            3.60
Pavarde51884      Vardas2574        4.00            3.80
Pavarde3945       Vardas96119       4.00            3.40
Pavarde74816      Vardas11138       4.00            3.80
Pavarde29234      Vardas51762       4.00            3.20
Pavarde27402      Vardas66126       4.00            3.80
Pavarde28234      Vardas50192       4.00            4.20
Pavarde49123      Vardas73511       4.00            3.80
Pavarde61664      Vardas58512       4.00            3.80
Pavarde9021       Vardas33441       4.00            3.60
Pavarde33351      Vardas72184       4.00            3.80
Pavarde90314      Vardas58109       4.00            3.60
Pavarde16365      Vardas92734       4.00            3.80
Pavarde4799       Vardas2589        4.00            4.20
Pavarde28116      Vardas58635       4.00            4.20
Pavarde95263      Vardas32845       4.00            3.20
Pavarde52283      Vardas38620       4.00            4.00
Pavarde14339      Vardas20845       4.00            3.40
Pavarde88328      Vardas85087       4.00            4.00
Pavarde77301      Vardas41275       4.00            4.00
Pavarde20201      Vardas29282       4.00            4.00
Pavarde99197      Vardas13323       4.00            3.80
Pavarde72159      Vardas48558       4.00            3.60
Pavarde41126      Vardas36703       4.00            3.80
Pavarde81029      Vardas32785       4.00            3.80
Pavarde3598       Vardas57277       4.00            3.40
Pavarde49901      Vardas16670       4.00            3.80
Pavarde85226      Vardas5450        4.00            4.00
Pavarde92373      Vardas3035        4.00            3.80
Pavarde40711      Vardas80294       4.00            3.80
Pavarde56944      Vardas86852       4.00            3.80
Pavarde28932      Vardas25915       4.00            3.80
Pavarde32101      Vardas75200       4.00            4.40
Pavarde69082      Vardas40817       4.00            3.80
Pavarde68256      Vardas17236       4.00            3.40
Pavarde60873      Vardas16569       4.00            3.80
Pavarde8974       Vardas92216       4.00            3.80
Pavarde60620      Vardas30195       4.00            3.80
Pavarde13905      Vardas11824       4.00            4.00
Pavarde19432      Vardas9302        4.00            3.80
Pavarde1911       Vardas17702       4.00            3.80
Pavarde28613      Vardas7214        4.00            4.00
Pavarde35284      Vardas80425       4.00            4.20
Pavarde49688      Vardas11089       4.00            4.20
Pavarde38943      Vardas63247       4.00            4.00
Pavarde66180      Vardas29559       4.00            3.80
Pavarde50806      Vardas41476       4.00            3.20
Pavarde38144      Vardas46491       4.00            4.00
Pavarde28346      Vardas11468       4.00            3.60
Pavarde68403      Vardas76547       4.00            4.40
Pavarde57442      Vardas4502        4.00            3.60
Pavarde90466      Vardas4772        4.00            3.80
Pavarde70360      Vardas21681       4.00            4.20
Pavarde2218       Vardas34964       4.00            3.80
Pavarde87231      Vardas21932       4.00            3.80
Pavarde83746      Vardas37521       4.00            3.40
Pavarde73293      Vardas58846       4.00            4.40
Pavarde52835      Vardas24215       4.00            4.20
Pavarde89548      Vardas6700        4.00            3.80
Pavarde60834      Vardas37579       4.00            3.80
Pavarde25190      Vardas84399       4.00            4.00
Pavarde67380      Vardas47820       4.00            3.80
Pavarde89746      Vardas46304       4.00            3.80
Pavarde57130      Vardas43993       4.00            3.40
Pavarde75729      Vardas75137       4.00            4.40
Pavarde75434      Vardas40365       4.00            4.00
Pavarde51303      Vardas43273       4.00            3.60
Pavarde37166      Vardas6227        4.00            4.00
Pavarde37742      Vardas57088       4.00            3.80
Pavarde51560      Vardas77480       4.00            3.60
Pavarde25718      Vardas50304       4.00            4.20
Pavarde35804      Vardas49299       4.00            3.20
Pavarde32784      Vardas50840       4.00            4.20
Pavarde23740      Vardas9986        4.00            4.40
Pavarde30861      Vardas19882       4.00            4.20
Pavarde27271      Vardas22506       4.00            4.20
Pavarde72588      Vardas63713       4.00            3.80
Pavarde92991      Vardas8973        4.00            3.80
Pavarde50828      Vardas86269       4.00            3.80
Pavarde77600      Vardas83783       4.00            4.20
Pavarde83231      Vardas44161       4.00            3.80
Pavarde82669      Vardas98950       4.00            4.00
Pavarde85204      Vardas20438       4.00            4.20
Pavarde65627      Vardas69645       4.00            3.20
Pavarde17522      Vardas51631       4.00            3.80
Pavarde38310      Vardas11927       4.00            3.80
Pavarde12845      Vardas14787       4.00            4.20
Pavarde3638       Vardas22385       4.00            4.00
Pavarde40973      Vardas44879       4.00            4.20
Pavarde82086      Vardas20254       4.00            4.20
Pavarde75978      Vardas17617       4.00            3.60
Pavarde63532      Vardas7882        4.00            3.80
Pavarde29322      Vardas90325       4.00            4.00
Pavarde32212      Vardas36013       4.00            4.20
Pavarde44077      Vardas37537       4.00            4.60
Pavarde16831      Vardas55326       4.00            3.60
Pavarde94973      Vardas84141       4.00            4.20
Pavarde12734      Vardas73938       4.00            4.20
Pavarde83934      Vardas37009       4.00            3.80
Pavarde77484      Vardas59054       4.00            3.60
Pavarde22998      Vardas89534       4.00            4.00
Pavarde95963      Vardas60561       4.00            3.80
Pavarde88946      Vardas60989       4.00            4.00
Pavarde20128      Vardas22606       4.00            4.00
Pavarde10287      Vardas96548       4.00            4.20
Pavarde21520      Vardas17983       4.00            4.00
Pavarde86228      Vardas85378       4.00            3.40
Pavarde38916      Vardas38137       4.00            3.40
Pavarde53099      Vardas16057       4.00            4.20
Pavarde31999      Vardas25731       4.00            4.00
Pavarde8089       Vardas5392        4.00            3.80
Pavarde25949      Vardas609         4.00            4.00
Pavarde1540       Vardas50261       4.00            3.80
Pavarde7311       Vardas28300       4.00            3.80
Pavarde39805      Vardas65175       4.00            3.60
Pavarde5677       Vardas56896       4.00            3.40
Pavarde19874      Vardas75896       4.00            4.40
Pavarde78566      Vardas27251       4.00            4.00
Pavarde35324      Vardas95139       4.00            4.40
Pavarde30852      Vardas3650        4.00            4.20
Pavarde20691      Vardas39499       4.00            4.00
Pavarde32527      Vardas12938       4.00            3.80
Pavarde56667      Vardas34872       4.00            3.80
Pavarde24682      Vardas20845       4.00            4.00
Pavarde52543      Vardas51240       4.00            4.40
Pavarde78492      Vardas29286       4.00            4.20
Pavarde2372       Vardas62816       4.00            4.00
Pavarde70125      Vardas54835       4.00            3.80
Pavarde10880      Vardas95739       4.00            4.20
Pavarde40329      Vardas13266       4.00            3.60
Pavarde93400      Vardas99671       4.00            3.80
Pavarde82624      Vardas51551       4.00            3.80
Pavarde97846      Vardas54712       4.00            3.80
Pavarde8172       Vardas30180       4.00            4.00
Pavarde21349      Vardas18953       4.00            4.00
Pavarde4089       Vardas31483       4.00            4.20
Pavarde74520      Vardas34706       4.00            3.80
Pavarde30728      Vardas63419       4.00            4.00
Pavarde47533      Vardas37852       4.00            3.80
Pavarde26751      Vardas69642       4.00            3.60
Pavarde49834      Vardas13475       4.00            3.60
Pavarde71432      Vardas33706       4.00            4.00
Pavarde55164      Vardas34390       4.00            3.80
Pavarde50010      Vardas26297       4.00            4.00
Pavarde7515       Vardas74955       4.00            4.00
Pavarde43895      Vardas16473       4.00            3.80
Pavarde38113      Vardas42165       4.00            3.20
Pavarde59590      Vardas41036       4.00            3.80
Pavarde41780      Vardas8500        4.00            3.60
Pavarde63954      Vardas44095       4.00            3.40
Pavarde59374      Vardas91719       4.00            3.80
Pavarde89736      Vardas91162       4.00            4.40
Pavarde94161      Vardas21653       4.00            3.80
Pavarde64607      Vardas48159       4.00            3.80
Pavarde69960      Vardas83973       4.00            4.60
Pavarde51061      Vardas18104       4.00            3.80
Pavarde41654      Vardas90838       4.00            3.80
Pavarde86181      Vardas13030       4.00            3.80
Pavarde77160      Vardas74447       4.00            4.20
Pavarde15858      Vardas73557       4.00            4.00
Pavarde41097      Vardas66442       4.00            3.80
Pavarde59452      Vardas32664       4.00            4.00
Pavarde52757      Vardas22221       4.00            3.80
Pavarde83467      Vardas67516       4.00            3.80
Pavarde2664       Vardas57104       4.00            4.00
Pavarde45867      Vardas12499       4.00            4.20
Pavarde10312      Vardas20690       4.00            4.00
Pavarde6089       Vardas58687       4.00            3.80
Pavarde66237      Vardas31475       4.00            3.40
Pavarde12980      Vardas17602       4.00            3.80
Pavarde22665      Vardas28878       4.00            4.00
Pavarde62306      Vardas99889       4.00            3.60
Pavarde58474      Vardas8435        4.00            3.40
Pavarde37002      Vardas95889       4.00            4.00
Pavarde68084      Vardas37871       4.00            3.80
Pavarde33423      Vardas17305       4.00            3.80
Pavarde46024      Vardas55577       4.00            3.80
Pavarde94217      Vardas80404       4.00            3.80
Pavarde62219      Vardas77207       4.00            3.80
Pavarde45840      Vardas76207       4.00            4.00
Pavarde56868      Vardas75273       4.00            3.40
Pavarde49534      Vardas7953        4.00            3.80
Pavarde64382      Vardas36395       4.00            4.00
Pavarde5274       Vardas13537       4.00            3.80
Pavarde56233      Vardas74137       4.00            3.80
Pavarde24178      Vardas1263        4.00            4.20
Pavarde26957      Vardas93437       4.00            4.40
Pavarde24095      Vardas18566       4.00            3.60
Pavarde11171      Vardas50030       4.00            3.20
Pavarde77417      Vardas82825       4.00            4.20
Pavarde70034      Vardas22413       4.00            3.60
Pavarde43210      Vardas29855       4.00            4.60
Pavarde78835      Vardas142         4.00            3.80
Pavarde5770       Vardas97042       4.00            3.40
Pavarde38296      Vardas39244       4.00            4.20
Pavarde34010      Vardas8243        4.00            3.80
Pavarde11036      Vardas27741       4.00            4.00
Pavarde40343      Vardas93682       4.00            4.20
Pavarde41844      Vardas48937       4.00            4.00
Pavarde14160      Vardas2441        4.00            3.80
Pavarde45809      Vardas6037        4.00            3.80
Pavarde11615      Vardas53195       4.00            4.00
Pavarde10069      Vardas94418       4.00            3.80
Pavarde39756      Vardas55000       4.00            4.00
Pavarde40098      Vardas10820       4.00            3.80
Pavarde17749      Vardas41694       4.00            3.80
Pavarde83101      Vardas95892       4.00            3.80
Pavarde96489      Vardas93977       4.00            3.60
Pavarde36888      Vardas52031       4.00            3.60
Pavarde46101      Vardas32753       4.00            4.00
Pavarde35752      Vardas3763        4.00            4.20
Pavarde68396      Vardas92612       4.00            4.20
Pavarde15847      Vardas75538       4.00            3.80
Pavarde63482      Vardas69555       4.00            4.20
Pavarde16250      Vardas48935       4.00            3.20
Pavarde71999      Vardas80230       4.00            4.40
Pavarde89542      Vardas83331       4.00            3.80
Pavarde11971      Vardas64548       4.00            3.80
Pavarde61705      Vardas45665       4.00            3.40
Pavarde42244      Vardas45099       4.00            3.80
Pavarde71716      Vardas31689       4.00            4.20
Pavarde5205       Vardas28240       4.00            4.00
Pavarde11872      Vardas83910       4.00            3.20
Pavarde55536      Vardas58702       4.00            4.20
Pavarde35159      Vardas20870       4.00            3.80
Pavarde79132      Vardas83182       4.00            3.80
Pavarde25718      Vardas14699       4.00            3.80
Pavarde32939      Vardas19686       4.00            3.60
Pavarde64695      Vardas55233       4.00            3.80
Pavarde37590      Vardas98019       4.00            3.80
Pavarde47327      Vardas24869       4.00            4.00
Pavarde23437      Vardas83226       4.00            4.20
Pavarde60121      Vardas52633       4.00            4.20
Pavarde6415       Vardas52392       4.00            3.80
Pavarde99719      Vardas43567       4.00            4.40
Pavarde27398      Vardas74831       4.00            3.80
Pavarde71285      Vardas2587        4.00            3.40
Pavarde38747      Vardas5096        4.00            3.80
Pavarde87185      Vardas18445       4.00            3.80
Pavarde86392      Vardas50243       4.00            4.00
Pavarde27243      Vardas43807       4.00            3.80
Pavarde66680      Vardas69163       4.00            3.80
Pavarde9286       Vardas29787       4.00            4.00
Pavarde37650      Vardas74219       4.00            3.80
Pavarde84539      Vardas22110       4.00            4.20
Pavarde81912      Vardas70526       4.00            3.40
Pavarde86203      Vardas49761       4.00            4.20
Pavarde90182      Vardas35469       4.00            3.60
Pavarde82198      Vardas63327       4.00            3.80
Pavarde97517      Vardas67088       4.00            4.00
Pavarde86340      Vardas96011       4.00            3.60
Pavarde13077      Vardas11949       4.00            4.20
Pavarde44568      Vardas20924       4.00            3.80
Pavarde18060      Vardas46062       4.00            4.20
Pavarde82888      Vardas10198       4.00            3.80
Pavarde12680      Vardas25325       4.00            3.80
Pavarde5604       Vardas97333       4.00            4.60
Pavarde2471       Vardas2000        4.04            3.80
Pavarde21674      Vardas94740       4.04            4.20
Pavarde84017      Vardas36521       4.04            3.80
Pavarde45535      Vardas29385       4.04            3.80
Pavarde45817      Vardas75701       4.04            3.80
Pavarde76555      Vardas19932       4.04            4.00
Pavarde19723      Vardas69446       4.04            4.00
Pavarde31490      Vardas72231       4.04            3.80
Pavarde31424      Vardas84357       4.04            3.80
Pavarde97237      Vardas24574       4.04            3.80
Pavarde56346      Vardas6448        4.04            4.40
Pavarde77577      Vardas22752       4.04            4.20
Pavarde51376      Vardas63259       4.04            4.00
Pavarde82144      Vardas31392       4.04            3.60
Pavarde68951      Vardas42334       4.04            4.00
Pavarde23950      Vardas90575       4.04            4.00
Pavarde54373      Vardas28279       4.04            4.60
Pavarde31014      Vardas80621       4.04            3.80
Pavarde75060      Vardas93131       4.04            4.00
Pavarde65446      Vardas73727       4.04            3.60
Pavarde92204      Vardas72788       4.04            4.20
Pavarde98566      Vardas47637       4.04            4.20
Pavarde46819      Vardas15456       4.04            4.00
Pavarde10861      Vardas7350        4.04            3.80
Pavarde71932      Vardas1605        4.04            4.20
Pavarde78242      Vardas97802       4.04            3.60
Pavarde34158      Vardas28605       4.04            3.80
Pavarde32059      Vardas4614        4.04            4.40
Pavarde14298      Vardas7290        4.04            4.00
Pavarde2113       Vardas41580       4.04            4.00
Pavarde36309      Vardas85262       4.04            4.40
Pavarde78252      Vardas94666       4.04            3.80
Pavarde97374      Vardas87021       4.04            3.80
Pavarde93841      Vardas11002       4.04            3.80
Pavarde10461      Vardas71813       4.04            4.00
Pavarde58509      Vardas20502       4.04            3.60
Pavarde44196      Vardas74981       4.04            3.80
Pavarde33126      Vardas69762       4.04            3.60
Pavarde74582      Vardas40234       4.04            3.60
Pavarde16377      Vardas43610       4.04            3.40
Pavarde25665      Vardas85779       4.04            3.60
Pavarde57975      Vardas85870       4.04            4.20
Pavarde33808      Vardas52096       4.04            4.20
Pavarde79758      Vardas34831       4.04            3.60
Pavarde84684      Vardas14964       4.04            4.20
Pavarde83071      Vardas56139       4.04            4.00
Pavarde51723      Vardas46778       4.04            4.20
Pavarde58792      Vardas58387       4.04            3.80
Pavarde81563      Vardas94821       4.04            4.40
Pavarde70266      Vardas64611       4.04            4.20
Pavarde24717      Vardas22101       4.04            4.20
Pavarde14843      Vardas16025       4.04            3.80
Pavarde46668      Vardas26350       4.04            3.80
Pavarde17329      Vardas56891       4.04            3.60
Pavarde35335      Vardas73921       4.04            3.80
Pavarde21372      Vardas41064       4.04            4.00
Pavarde52266      Vardas16676       4.04            4.20
Pavarde17313      Vardas20089       4.04            3.80
Pavarde90855      Vardas15387       4.04            4.00
Pavarde28397      Vardas66049       4.04            4.00
Pavarde78754      Vardas78946       4.04            3.80
Pavarde51645      Vardas42345       4.04            4.20
Pavarde96347      Vardas11115       4.04            3.60
Pavarde56126      Vardas39673       4.04            4.20
Pavarde53907      Vardas8988        4.04            4.20
Pavarde57966      Vardas61183       4.04            4.20
Pavarde84583      Vardas2772        4.04            4.00
Pavarde25865      Vardas14598       4.04            3.40
Pavarde96973      Vardas54783       4.04            3.80
Pavarde49173      Vardas41809       4.04            4.20
Pavarde26080      Vardas47859       4.04            4.00
Pavarde38360      Vardas43034       4.04            4.40
Pavarde13703      Vardas98315       4.04            3.80
Pavarde21555      Vardas47085       4.04            4.20
Pavarde29880      Vardas77193       4.04            4.00
Pavarde63071      Vardas77671       4.04            3.20
Pavarde39111      Vardas28873       4.04            3.80
Pavarde19702      Vardas37773       4.04            4.60
Pavarde99213      Vardas3017        4.04            3.20
Pavarde32533      Vardas43028       4.04            3.60
Pavarde10945      Vardas42687       4.04            3.60
Pavarde39728      Vardas70435       4.04            4.00
Pavarde77721      Vardas67158       4.04            3.80
Pavarde75953      Vardas42733       4.04            3.80
Pavarde29537      Vardas44372       4.04            4.20
Pavarde15002      Vardas81780       4.04            3.60
Pavarde9464       Vardas72039       4.04            3.40
Pavarde87991      Vardas69825       4.04            4.00
Pavarde74717      Vardas49927       4.04            4.20
Pavarde90640      Vardas67248       4.04            4.40
Pavarde17103      Vardas94091       4.04            4.20
Pavarde9886       Vardas3452        4.04            4.20
Pavarde88995      Vardas85741       4.04            3.80
Pavarde70389      Vardas20027       4.04            3.80
Pavarde47064      Vardas3062        4.04            4.20
Pavarde44102      Vardas38643       4.04            4.20
Pavarde77330      Vardas90697       4.04            3.60
Pavarde91725      Vardas27275       4.04            4.20
Pavarde56367      Vardas26524       4.04            4.20
Pavarde80623      Vardas78250       4.04            3.80
Pavarde33063      Vardas4548        4.04            4.20
Pavarde2595       Vardas32000       4.04            3.80
Pavarde29543      Vardas121         4.04            4.20
Pavarde57084      Vardas68526       4.04            3.60
Pavarde66755      Vardas20949       4.04            3.80
Pavarde61134      Vardas38478       4.04            3.80
Pavarde27325      Vardas65745       4.04            3.80
Pavarde97827      Vardas3279        4.04            4.40
Pavarde73519      Vardas33105       4.04            4.40
Pavarde62568      Vardas32986       4.04            4.00
Pavarde34560      Vardas74730       4.04            4.20
Pavarde18832      Vardas88195       4.04            3.80
Pavarde82140      Vardas30274       4.04            4.40
Pavarde27730      Vardas10117       4.04            3.80
Pavarde56458      Vardas51437       4.04            3.80
Pavarde15156      Vardas29187       4.04            4.20
Pavarde56992      Vardas10637       4.04            4.20
Pavarde36174      Vardas18162       4.04            4.00
Pavarde82417      Vardas17053       4.04            3.60
Pavarde15258      Vardas71344       4.04            3.80
Pavarde2525       Vardas31876       4.04            3.80
Pavarde66378      Vardas34658       4.04            4.40
Pavarde31703      Vardas91849       4.04            4.00
Pavarde44711      Vardas74421       4.04            4.20
Pavarde98082      Vardas33345       4.04            4.00
Pavarde87977      Vardas31547       4.04            3.80
Pavarde85245      Vardas76179       4.04            4.20
Pavarde19803      Vardas15942       4.04            3.80
Pavarde51502      Vardas34842       4.04            4.40
Pavarde74650      Vardas78434       4.04            3.80
Pavarde96926      Vardas22617       4.04            3.80
Pavarde96527      Vardas16839       4.04            3.60
Pavarde22864      Vardas61651       4.04            4.00
Pavarde40235      Vardas61628       4.04            3.80
Pavarde37927      Vardas49936       4.04            4.00
Pavarde93240      Vardas37766       4.04            3.60
Pavarde16175      Vardas19560       4.04            4.20
Pavarde2758       Vardas67142       4.04            3.80
Pavarde16139      Vardas53719       4.04            3.80
Pavarde94331      Vardas80690       4.04            4.00
Pavarde76298      Vardas52955       4.04            3.80
Pavarde44141      Vardas59951       4.04            3.80
Pavarde76838      Vardas38842       4.04            4.20
Pavarde26355      Vardas85053       4.04            3.80
Pavarde5152       Vardas554         4.04            3.80
Pavarde18         Vardas63720       4.04            3.80
Pavarde61867      Vardas24471       4.04            4.00
Pavarde89480      Vardas54813       4.04            4.00
Pavarde47623      Vardas87524       4.04            3.80
Pavarde48392      Vardas32860       4.04            4.20
Pavarde85026      Vardas5736        4.04            4.20
Pavarde18567      Vardas45211       4.04            4.00
Pavarde7000       Vardas24135       4.04            4.00
Pavarde27696      Vardas69345       4.04            3.80
Pavarde23824      Vardas23082       4.04            3.80
Pavarde60511      Vardas60255       4.04            3.60
Pavarde25327      Vardas30169       4.04            4.00
Pavarde50245      Vardas66193       4.04            4.20
Pavarde56323      Vardas11345       4.04            4.60
Pavarde3049       Vardas65678       4.04            3.80
Pavarde80878      Vardas87853       4.04            3.60
Pavarde94929      Vardas38200       4.04            4.20
Pavarde89180      Vardas19873       4.04            4.00
Pavarde32614      Vardas67703       4.04            3.80
Pavarde36081      Vardas98745       4.04            4.00
Pavarde79238      Vardas97427       4.04            4.00
Pavarde77572      Vardas27269       4.04            4.20
Pavarde9763       Vardas66970       4.04            3.80
Pavarde41407      Vardas95901       4.04            4.00
Pavarde20704      Vardas27747       4.04            4.00
Pavarde63379      Vardas15725       4.04            4.00
Pavarde24457      Vardas79103       4.04            4.20
Pavarde21372      Vardas99845       4.04            4.40
Pavarde67875      Vardas52651       4.04            3.80
Pavarde12205      Vardas91598       4.04            3.80
Pavarde85059      Vardas49761       4.04            3.60
Pavarde79436      Vardas68884       4.04            4.20
Pavarde5334       Vardas95435       4.04            4.20
Pavarde95855      Vardas27026       4.04            3.80
Pavarde10077      Vardas37130       4.04            4.20
Pavarde77502      Vardas44423       4.04            3.60
Pavarde5413       Vardas40622       4.04            4.20
Pavarde41512      Vardas70066       4.04            4.40
Pavarde86486      Vardas8842        4.04            3.80
Pavarde63362      Vardas81527       4.04            3.80
Pavarde94056      Vardas32768       4.04            3.80
Pavarde97055      Vardas49583       4.04            3.80
Pavarde70644      Vardas27828       4.04            4.40
Pavarde18611      Vardas23582       4.04            4.20
Pavarde13556      Vardas28044       4.04            4.00
Pavarde14942      Vardas20809       4.04            4.00
Pavarde57139      Vardas32337       4.04            4.60
Pavarde83921      Vardas92762       4.04            4.00
Pavarde54987      Vardas69097       4.04            3.60
Pavarde43689      Vardas38929       4.04            4.20
Pavarde40353      Vardas61182       4.04            4.20
Pavarde43479      Vardas7964        4.04            4.20
Pavarde1217       Vardas65535       4.04            4.00
Pavarde51628      Vardas13017       4.04            4.20
Pavarde70047      Vardas81325       4.04            3.80
Pavarde54318      Vardas65235       4.04            3.80
Pavarde44626      Vardas97038       4.04            4.20
Pavarde6763       Vardas2191        4.04            3.60
Pavarde27501      Vardas48543       4.04            4.00
Pavarde90143      Vardas18332       4.04            4.20
Pavarde83514      Vardas9841        4.04            3.80
Pavarde78870      Vardas47380       4.04            4.20
Pavarde25776      Vardas35435       4.04            4.00
Pavarde94824      Vardas24384       4.04            3.60
Pavarde86785      Vardas61810       4.04            3.80
Pavarde23601      Vardas65507       4.04            3.80
Pavarde53848      Vardas25982       4.04            4.00
Pavarde45121      Vardas76284       4.04            3.60
Pavarde21297      Vardas389         4.04            4.60
Pavarde79249      Vardas95779       4.04            3.80
Pavarde36549      Vardas85399       4.04            4.00
Pavarde44895      Vardas34187       4.04            4.20
Pavarde38089      Vardas66317       4.04            3.60
Pavarde60104      Vardas14046       4.04            3.80
Pavarde76004      Vardas5580        4.04            3.80
Pavarde59549      Vardas68782       4.04            3.80
Pavarde8825       Vardas73991       4.04            4.60
Pavarde60450      Vardas13797       4.04            3.60
Pavarde62330      Vardas38841       4.04            3.60
Pavarde94583      Vardas90067       4.04            3.20
Pavarde76273      Vardas9061        4.04            4.00
Pavarde51607      Vardas34627       4.04            4.20
Pavarde83244      Vardas42228       4.04            3.20
Pavarde17533      Vardas8177        4.04            4.20
Pavarde61936      Vardas35271       4.04            4.20
Pavarde85301      Vardas50808       4.04            4.60
Pavarde55803      Vardas88673       4.04            4.20
Pavarde13434      Vardas26604       4.04            4.00
Pavarde21339      Vardas77056       4.04            4.20
Pavarde31403      Vardas75670       4.04            3.80
Pavarde11207      Vardas53671       4.04            3.80
Pavarde69584      Vardas46511       4.04            4.60
Pavarde98292      Vardas67808       4.04            4.20
Pavarde81312      Vardas33522       4.04            3.60
Pavarde81858      Vardas99188       4.04            4.20
Pavarde94991      Vardas70545       4.04            4.40
Pavarde56023      Vardas42428       4.04            4.00
Pavarde6410       Vardas49726       4.04            3.80
Pavarde88715      Vardas25728       4.04            4.20
Pavarde21104      Vardas71838       4.04            4.20
Pavarde37386      Vardas45378       4.04            4.40
