Pavarde           Vardas            Galutinis vid.  Galutinis med.  
Pavarde19676      Vardas17721       6.56            6.20
Pavarde70609      Vardas88561       6.56            6.20
Pavarde38125      Vardas11540       6.56            6.60
Pavarde37496      Vardas38571       6.56            7.00
Pavarde40361      Vardas55637       6.56            6.40
Pavarde48703      Vardas51883       6.56            6.60
Pavarde74819      Vardas53437       6.56            6.00
Pavarde15253      Vardas97494       6.56            6.80
Pavarde63390      Vardas78611       6.56            6.20
Pavarde91056      Vardas27216       6.56            6.00
Pavarde74798      Vardas46321       6.56            6.60
Pavarde18528      Vardas53077       6.56            6.40
Pavarde24913      Vardas62092       6.56            6.60
Pavarde24750      Vardas7089        6.56            6.60
Pavarde87276      Vardas25663       6.56            6.40
Pavarde54590      Vardas24530       6.56            6.80
Pavarde8156       Vardas93525       6.56            6.60
Pavarde89685      Vardas43846       6.56            7.00
Pavarde80877      Vardas85580       6.56            6.80
Pavarde73596      Vardas80022       6.56            6.80
Pavarde47572      Vardas34461       6.56            6.20
Pavarde1512       Vardas17268       6.56            6.00
Pavarde29503      Vardas65608       6.56            6.00
Pavarde72432      Vardas61618       6.56            6.60
Pavarde95576      Vardas7724        6.56            6.20
Pavarde13570      Vardas35411       6.56            6.40
Pavarde3026       Vardas56229       6.56            6.20
Pavarde46546      Vardas74832       6.56            6.40
Pavarde94766      Vardas81559       6.56            6.40
Pavarde24847      Vardas87856       6.56            6.60
Pavarde46891      Vardas96592       6.56            6.80
Pavarde31051      Vardas36524       6.56            6.20
Pavarde42246      Vardas6846        6.56            6.20
Pavarde82708      Vardas37152       6.56            6.00
Pavarde28030      Vardas79282       6.56            6.60
Pavarde79242      Vardas14012       6.56            6.60
Pavarde32665      Vardas79008       6.56            6.20
Pavarde76814      Vardas1862        6.56            6.20
Pavarde67987      Vardas89518       6.56            7.00
Pavarde18485      Vardas41682       6.56            6.00
Pavarde152        Vardas64863       6.56            6.40
Pavarde17825      Vardas98173       6.56            6.60
Pavarde43385      Vardas8666        6.56            6.20
Pavarde25990      Vardas56754       6.56            6.00
Pavarde10466      Vardas3315        6.56            7.00
Pavarde76218      Vardas94208       6.56            6.60
Pavarde42765      Vardas71095       6.56            7.00
Pavarde97962      Vardas21486       6.56            6.60
Pavarde11354      Vardas78364       6.56            6.40
Pavarde24144      Vardas16698       6.56            6.60
Pavarde41903      Vardas29409       6.56            6.00
Pavarde20549      Vardas23511       6.56            6.20
Pavarde51504      Vardas25809       6.56            6.60
Pavarde53527      Vardas74047       6.56            6.00
Pavarde47668      Vardas10952       6.56            6.60
Pavarde22249      Vardas22886       6.56            6.60
Pavarde27331      Vardas5357        6.56            6.40
Pavarde15780      Vardas77198       6.56            6.40
Pavarde17657      Vardas37874       6.56            7.00
Pavarde90599      Vardas66582       6.56            6.00
Pavarde21663      Vardas28033       6.56            6.40
Pavarde21006      Vardas70368       6.56            6.20
Pavarde34405      Vardas75998       6.56            6.00
Pavarde76717      Vardas15648       6.56            7.00
Pavarde61120      Vardas38496       6.56            6.60
Pavarde90807      Vardas50493       6.56            6.60
Pavarde30600      Vardas56701       6.56            6.60
Pavarde5590       Vardas21475       6.56            6.20
Pavarde38422      Vardas3210        6.56            6.60
Pavarde69241      Vardas69086       6.56            6.60
Pavarde76510      Vardas39002       6.56            6.60
Pavarde41145      Vardas83376       6.56            6.40
Pavarde22398      Vardas65769       6.56            6.20
Pavarde80432      Vardas92869       6.56            6.20
Pavarde58901      Vardas79391       6.56            6.80
Pavarde95948      Vardas36469       6.56            6.60
Pavarde39480      Vardas24833       6.56            6.60
Pavarde27270      Vardas50418       6.56            6.40
Pavarde15226      Vardas95442       6.56            6.80
Pavarde42723      Vardas35186       6.56            6.60
Pavarde34970      Vardas39827       6.56            6.80
Pavarde12570      Vardas56456       6.56            6.40
Pavarde50785      Vardas39786       6.56            6.20
Pavarde8503       Vardas10616       6.56            6.60
Pavarde78944      Vardas14922       6.56            6.60
Pavarde59216      Vardas33462       6.56            6.80
Pavarde15091      Vardas81096       6.56            6.80
Pavarde12446      Vardas501         6.56            6.60
Pavarde56204      Vardas70459       6.56            6.60
Pavarde14467      Vardas61698       6.56            7.40
Pavarde54727      Vardas80093       6.56            6.20
Pavarde94766      Vardas10234       6.56            6.40
Pavarde2801       Vardas35838       6.56            6.40
Pavarde8865       Vardas34476       6.56            6.80
Pavarde58478      Vardas99984       6.56            6.60
Pavarde56024      Vardas34170       6.56            6.20
Pavarde49586      Vardas27362       6.56            6.60
Pavarde66282      Vardas17926       6.56            6.60
Pavarde49695      Vardas86977       6.56            6.60
Pavarde16752      Vardas87921       6.56            6.20
Pavarde47392      Vardas19746       6.56            6.00
Pavarde99349      Vardas49363       6.56            6.60
Pavarde66015      Vardas9209        6.56            6.60
Pavarde39610      Vardas43010       6.56            6.80
Pavarde83357      Vardas25514       6.56            6.00
Pavarde1870       Vardas30959       6.56            6.40
Pavarde20140      Vardas45389       6.56            7.00
Pavarde85405      Vardas75471       6.56            6.60
Pavarde48072      Vardas34586       6.56            6.00
Pavarde9325       Vardas13288       6.56            6.00
Pavarde57107      Vardas47694       6.56            6.60
Pavarde76040      Vardas17439       6.56            6.20
Pavarde27665      Vardas86785       6.56            6.20
Pavarde71518      Vardas43917       6.56            6.60
Pavarde17885      Vardas48049       6.56            6.60
Pavarde30826      Vardas44688       6.56            6.80
Pavarde40207      Vardas66823       6.56            6.60
Pavarde14051      Vardas78442       6.56            7.00
Pavarde20569      Vardas18358       6.56            6.60
Pavarde77354      Vardas72109       6.56            6.40
Pavarde64007      Vardas95665       6.56            6.60
Pavarde29465      Vardas28860       6.56            6.60
Pavarde35157      Vardas14628       6.56            6.60
Pavarde24900      Vardas29342       6.56            6.20
Pavarde75391      Vardas39097       6.56            6.60
Pavarde93376      Vardas37629       6.56            6.20
Pavarde11347      Vardas94108       6.56            6.60
Pavarde88310      Vardas3522        6.56            6.40
Pavarde50687      Vardas20888       6.56            6.20
Pavarde95328      Vardas80571       6.56            6.40
Pavarde61994      Vardas5984        6.56            6.00
Pavarde7004       Vardas46709       6.56            6.60
Pavarde75614      Vardas65861       6.56            6.20
Pavarde26536      Vardas42956       6.56            6.60
Pavarde45347      Vardas42993       6.56            6.40
Pavarde87464      Vardas32059       6.56            6.20
Pavarde32292      Vardas23035       6.56            6.60
Pavarde53303      Vardas53364       6.56            6.00
Pavarde22821      Vardas85071       6.56            6.40
Pavarde95141      Vardas46227       6.56            6.40
Pavarde18663      Vardas78299       6.56            5.60
Pavarde35867      Vardas93824       6.56            7.00
Pavarde15657      Vardas48846       6.56            6.40
Pavarde28125      Vardas46735       6.56            6.60
Pavarde97579      Vardas21153       6.56            6.40
Pavarde38623      Vardas52513       6.56            6.60
Pavarde34431      Vardas42290       6.56            6.40
Pavarde44642      Vardas14289       6.56            7.00
Pavarde316        Vardas60876       6.56            6.40
Pavarde32107      Vardas21494       6.56            6.20
Pavarde63676      Vardas62403       6.56            6.60
Pavarde20312      Vardas4857        6.56            6.40
Pavarde73439      Vardas80599       6.56            6.20
Pavarde2964       Vardas97339       6.56            6.60
Pavarde92517      Vardas25312       6.56            6.60
Pavarde86159      Vardas42662       6.56            6.40
Pavarde24518      Vardas89813       6.56            6.80
Pavarde77305      Vardas61172       6.56            6.60
Pavarde14190      Vardas12122       6.56            6.40
Pavarde92870      Vardas52207       6.56            6.40
Pavarde29300      Vardas53530       6.56            6.40
Pavarde17562      Vardas8546        6.56            6.60
Pavarde95065      Vardas18154       6.56            7.20
Pavarde86695      Vardas50130       6.56            6.00
Pavarde10355      Vardas82208       6.56            6.40
Pavarde16874      Vardas67649       6.56            6.40
Pavarde61444      Vardas56709       6.56            6.20
Pavarde76555      Vardas57989       6.56            6.00
Pavarde45122      Vardas85501       6.56            5.80
Pavarde9669       Vardas30418       6.56            6.60
Pavarde85815      Vardas95196       6.56            6.40
Pavarde18643      Vardas81007       6.56            6.40
Pavarde6362       Vardas73336       6.56            6.60
Pavarde2804       Vardas30894       6.56            6.60
Pavarde35         Vardas26276       6.56            6.40
Pavarde70846      Vardas82009       6.56            6.60
Pavarde40061      Vardas97954       6.56            6.00
Pavarde17017      Vardas41391       6.56            6.60
Pavarde26691      Vardas28128       6.56            6.20
Pavarde76686      Vardas13292       6.56            6.20
Pavarde3697       Vardas64447       6.56            6.40
Pavarde31577      Vardas16883       6.56            6.80
Pavarde86076      Vardas91691       6.56            6.20
Pavarde10065      Vardas57551       6.56            6.20
Pavarde59152      Vardas95968       6.56            6.60
Pavarde70816      Vardas56549       6.56            6.60
Pavarde62352      Vardas48218       6.56            6.00
Pavarde64942      Vardas91285       6.56            6.40
Pavarde81039      Vardas32993       6.56            6.40
Pavarde48622      Vardas60838       6.56            6.80
Pavarde81904      Vardas9692        6.56            6.80
Pavarde62057      Vardas81622       6.56            6.20
Pavarde26384      Vardas38535       6.56            6.60
Pavarde98946      Vardas40408       6.56            6.60
Pavarde11401      Vardas11402       6.56            6.40
Pavarde46897      Vardas46141       6.56            6.60
Pavarde2958       Vardas70736       6.56            7.00
Pavarde39289      Vardas18734       6.56            6.40
Pavarde91937      Vardas47619       6.56            7.00
Pavarde63939      Vardas73715       6.56            6.60
Pavarde21361      Vardas80846       6.56            6.60
Pavarde65142      Vardas14297       6.56            6.60
Pavarde65293      Vardas7591        6.56            6.00
Pavarde14579      Vardas17644       6.56            6.60
Pavarde17445      Vardas62954       6.56            6.60
Pavarde17512      Vardas33400       6.56            6.40
Pavarde42191      Vardas79431       6.56            6.40
Pavarde14265      Vardas39861       6.56            6.40
Pavarde73639      Vardas7080        6.56            6.20
Pavarde16387      Vardas74801       6.56            6.20
Pavarde21178      Vardas71058       6.56            6.00
Pavarde3960       Vardas82642       6.56            6.20
Pavarde89934      Vardas5914        6.56            6.40
Pavarde72509      Vardas81468       6.56            6.00
Pavarde9750       Vardas30799       6.56            6.60
Pavarde77084      Vardas42441       6.56            6.60
Pavarde18884      Vardas69374       6.56            6.60
Pavarde44099      Vardas53870       6.56            6.60
Pavarde17947      Vardas30978       6.56            6.40
Pavarde56020      Vardas76148       6.56            6.00
Pavarde28120      Vardas8564        6.56            6.40
Pavarde90819      Vardas61138       6.56            6.60
Pavarde3370       Vardas50696       6.56            7.00
Pavarde10292      Vardas65066       6.56            6.60
Pavarde96958      Vardas98160       6.56            6.80
Pavarde22881      Vardas66911       6.56            6.40
Pavarde25585      Vardas9064        6.56            6.40
Pavarde71768      Vardas29297       6.56            7.00
Pavarde86898      Vardas22170       6.56            7.00
Pavarde73260      Vardas24591       6.56            6.20
Pavarde67466      Vardas62017       6.56            6.60
Pavarde35711      Vardas61914       6.56            6.00
Pavarde59420      Vardas15665       6.56            6.60
Pavarde43721      Vardas82502       6.56            6.60
Pavarde3327       Vardas60960       6.56            6.40
Pavarde51627      Vardas29344       6.56            6.20
Pavarde69165      Vardas26316       6.56            7.20
Pavarde81001      Vardas36997       6.56            6.60
Pavarde25202      Vardas49793       6.56            6.40
Pavarde27384      Vardas74653       6.56            6.60
Pavarde74959      Vardas4551        6.56            6.80
Pavarde57969      Vardas40673       6.56            6.20
Pavarde65086      Vardas68556       6.56            6.00
Pavarde66629      Vardas85448       6.56            6.60
Pavarde81394      Vardas43013       6.56            6.20
Pavarde54799      Vardas37597       6.56            6.40
Pavarde82886      Vardas43668       6.56            6.60
Pavarde6879       Vardas52648       6.56            7.00
Pavarde31488      Vardas29967       6.56            6.60
Pavarde75482      Vardas63517       6.56            6.60
Pavarde4836       Vardas68296       6.56            6.40
Pavarde26936      Vardas33995       6.56            6.60
Pavarde13004      Vardas66310       6.56            6.60
Pavarde29450      Vardas27885       6.56            6.20
Pavarde33375      Vardas64686       6.56            5.80
Pavarde25239      Vardas31657       6.56            6.40
Pavarde4446       Vardas9212        6.56            6.60
Pavarde86900      Vardas31012       6.56            6.40
Pavarde85662      Vardas5152        6.56            6.60
Pavarde6248       Vardas77811       6.56            6.60
Pavarde98934      Vardas2839        6.56            6.60
Pavarde17198      Vardas36369       6.56            6.40
Pavarde91335      Vardas9354        6.56            6.20
Pavarde82448      Vardas67593       6.56            6.20
Pavarde74267      Vardas38002       6.56            6.80
Pavarde11216      Vardas97458       6.56            6.00
Pavarde34722      Vardas57041       6.56            6.20
Pavarde86785      Vardas98849       6.56            7.00
Pavarde73723      Vardas87448       6.56            6.60
Pavarde23417      Vardas16882       6.56            6.40
Pavarde23173      Vardas29074       6.56            6.60
Pavarde48803      Vardas93165       6.56            6.80
Pavarde4041       Vardas44436       6.56            6.20
Pavarde99864      Vardas66820       6.56            6.40
Pavarde95108      Vardas17714       6.56            6.60
Pavarde7815       Vardas21594       6.56            6.40
Pavarde74         Vardas97267       6.56            6.40
Pavarde99021      Vardas75323       6.56            6.20
Pavarde84078      Vardas36521       6.56            6.00
Pavarde32739      Vardas61818       6.56            5.60
Pavarde68723      Vardas80546       6.56            7.00
Pavarde91193      Vardas27103       6.56            6.60
Pavarde99277      Vardas80684       6.56            6.60
Pavarde54682      Vardas22156       6.56            6.60
Pavarde12388      Vardas28496       6.56            7.00
Pavarde74482      Vardas49617       6.56            6.60
Pavarde15511      Vardas65828       6.56            6.60
Pavarde49430      Vardas87714       6.56            6.60
Pavarde16         Vardas57776       6.56            6.40
Pavarde68296      Vardas1909        6.56            6.80
Pavarde40053      Vardas33823       6.56            6.00
Pavarde22448      Vardas65971       6.56            6.60
Pavarde83470      Vardas13369       6.56            6.40
Pavarde809        Vardas70742       6.56            6.40
Pavarde33694      Vardas70381       6.56            6.60
Pavarde49830      Vardas1426        6.56            6.60
Pavarde48432      Vardas60492       6.56            6.00
Pavarde63942      Vardas90530       6.56            6.40
Pavarde78340      Vardas47487       6.56            6.40
Pavarde49262      Vardas27636       6.56            6.60
Pavarde25705      Vardas91485       6.56            6.80
Pavarde65099      Vardas25965       6.56            6.80
Pavarde49425      Vardas57137       6.56            6.60
Pavarde53730      Vardas87126       6.56            6.80
Pavarde81169      Vardas96070       6.56            6.40
Pavarde56459      Vardas54346       6.56            6.20
Pavarde2616       Vardas31405       6.56            6.20
Pavarde72848      Vardas50236       6.56            6.40
Pavarde64088      Vardas85972       6.56            6.20
Pavarde51764      Vardas14677       6.56            6.00
Pavarde67887      Vardas65278       6.56            6.60
Pavarde41573      Vardas94455       6.56            6.60
Pavarde32885      Vardas45015       6.56            7.00
Pavarde60737      Vardas86210       6.56            6.20
Pavarde49961      Vardas36394       6.56            6.20
Pavarde3719       Vardas55391       6.56            6.60
Pavarde21063      Vardas3120        6.56            7.00
Pavarde96014      Vardas98874       6.56            6.60
Pavarde12399      Vardas14240       6.56            6.60
Pavarde91642      Vardas68665       6.56            6.60
Pavarde36584      Vardas50418       6.56            6.00
Pavarde8847       Vardas79263       6.56            6.60
Pavarde46686      Vardas39851       6.56            6.00
Pavarde27497      Vardas34816       6.56            6.20
Pavarde60000      Vardas62284       6.56            6.80
Pavarde60913      Vardas77433       6.56            6.40
Pavarde10154      Vardas39760       6.56            6.60
Pavarde67430      Vardas58601       6.56            7.00
Pavarde89122      Vardas19433       6.56            6.00
Pavarde66908      Vardas58964       6.56            7.20
Pavarde15241      Vardas51030       6.56            6.20
Pavarde99138      Vardas57788       6.56            6.20
Pavarde78448      Vardas86443       6.56            5.60
Pavarde57556      Vardas3705        6.56            6.80
Pavarde95149      Vardas35856       6.56            6.40
Pavarde84667      Vardas46089       6.56            6.60
Pavarde22813      Vardas71427       6.56            6.60
Pavarde31341      Vardas50799       6.56            6.40
Pavarde87439      Vardas71306       6.56            6.60
Pavarde4431       Vardas61829       6.56            6.00
Pavarde16411      Vardas25801       6.56            6.20
Pavarde51277      Vardas48807       6.56            6.60
Pavarde12219      Vardas96197       6.56            6.60
Pavarde38337      Vardas51192       6.56            6.60
Pavarde50283      Vardas90160       6.56            6.60
Pavarde50516      Vardas85602       6.56            6.60
Pavarde76100      Vardas92345       6.56            6.80
Pavarde48113      Vardas88059       6.56            6.60
Pavarde94787      Vardas59073       6.56            6.00
Pavarde59720      Vardas13713       6.56            6.40
Pavarde17598      Vardas19500       6.56            6.20
Pavarde46958      Vardas21245       6.56            6.20
Pavarde45143      Vardas92926       6.56            6.60
Pavarde64739      Vardas7745        6.56            6.00
Pavarde93113      Vardas44697       6.56            6.20
Pavarde47849      Vardas2544        6.56            6.60
Pavarde68170      Vardas27560       6.56            6.60
Pavarde59929      Vardas56048       6.56            7.00
Pavarde23477      Vardas8088        6.56            6.40
Pavarde4313       Vardas64691       6.56            6.20
Pavarde62899      Vardas27649       6.56            6.00
Pavarde69781      Vardas50997       6.56            6.40
Pavarde74975      Vardas26840       6.56            6.60
Pavarde29384      Vardas77997       6.56            6.40
Pavarde22169      Vardas23814       6.56            6.40
Pavarde2948       Vardas64506       6.56            6.20
Pavarde14566      Vardas19405       6.56            6.20
Pavarde90939      Vardas60834       6.56            6.20
Pavarde10874      Vardas40242       6.56            6.60
Pavarde67084      Vardas30683       6.56            6.60
Pavarde96413      Vardas14370       6.56            6.60
Pavarde23905      Vardas43164       6.56            6.60
Pavarde58128      Vardas84329       6.56            6.40
Pavarde9847       Vardas66351       6.56            6.40
Pavarde25754      Vardas96757       6.56            6.00
Pavarde2949       Vardas43633       6.56            6.60
Pavarde78722      Vardas13577       6.56            6.60
Pavarde25571      Vardas77776       6.56            6.60
Pavarde98073      Vardas97148       6.56            6.40
Pavarde4678       Vardas86028       6.56            6.60
Pavarde86113      Vardas21706       6.56            6.60
Pavarde86922      Vardas66879       6.56            6.60
Pavarde26352      Vardas21309       6.56            6.00
Pavarde2597       Vardas14477       6.56            6.60
Pavarde98372      Vardas12347       6.56            6.60
Pavarde46440      Vardas43112       6.56            6.60
Pavarde57535      Vardas91743       6.56            6.20
Pavarde33834      Vardas76099       6.56            6.40
Pavarde56814      Vardas76136       6.56            6.60
Pavarde6287       Vardas49786       6.56            6.60
Pavarde8349       Vardas35874       6.56            6.00
Pavarde84596      Vardas61304       6.56            6.60
Pavarde81033      Vardas93196       6.56            6.60
Pavarde74182      Vardas88341       6.56            6.00
Pavarde21585      Vardas76931       6.56            6.60
Pavarde40565      Vardas92920       6.56            6.60
Pavarde40167      Vardas78735       6.56            6.40
Pavarde1261       Vardas41390       6.56            6.00
Pavarde2399       Vardas90074       6.56            5.60
Pavarde85258      Vardas4391        6.56            6.40
Pavarde6273       Vardas56884       6.56            6.40
Pavarde19505      Vardas12312       6.56            6.60
Pavarde19997      Vardas54969       6.56            6.60
Pavarde9758       Vardas32019       6.56            7.00
Pavarde65469      Vardas57477       6.56            6.80
Pavarde97117      Vardas41758       6.56            7.00
Pavarde34089      Vardas79133       6.56            7.00
Pavarde4629       Vardas78429       6.56            6.20
Pavarde35325      Vardas86131       6.56            7.00
Pavarde81922      Vardas74626       6.56            6.60
Pavarde36338      Vardas76902       6.56            6.40
Pavarde36504      Vardas11861       6.56            6.20
Pavarde75041      Vardas84640       6.56            6.60
Pavarde33877      Vardas65918       6.56            6.20
Pavarde79022      Vardas40002       6.56            6.40
Pavarde22114      Vardas54695       6.56            6.20
Pavarde57194      Vardas33515       6.56            7.00
Pavarde52931      Vardas14683       6.56            6.60
Pavarde95027      Vardas66469       6.56            6.60
Pavarde34626      Vardas43046       6.56            6.40
Pavarde51085      Vardas26172       6.56            6.60
Pavarde1585       Vardas22605       6.56            6.20
Pavarde3003       Vardas17387       6.56            6.60
Pavarde48036      Vardas59332       6.56            7.00
Pavarde69442      Vardas36187       6.56            6.00
Pavarde68330      Vardas39585       6.56            7.00
Pavarde15574      Vardas36660       6.56            6.60
Pavarde54196      Vardas60445       6.56            7.00
Pavarde13014      Vardas71004       6.56            6.00
Pavarde63907      Vardas87614       6.56            6.60
Pavarde98631      Vardas54141       6.56            6.20
Pavarde69787      Vardas3081        6.56            6.60
Pavarde83212      Vardas83777       6.56            6.60
Pavarde91366      Vardas41740       6.56            6.00
Pavarde26418      Vardas20673       6.56            6.80
Pavarde76631      Vardas93815       6.56            6.60
Pavarde76947      Vardas93851       6.56            6.40
Pavarde49703      Vardas26535       6.56            6.40
Pavarde87931      Vardas27906       6.56            6.80
Pavarde88516      Vardas93447       6.56            7.00
Pavarde94465      Vardas76828       6.56            6.60
Pavarde8808       Vardas70968       6.56            6.80
Pavarde11257      Vardas47935       6.56            6.40
Pavarde27273      Vardas10510       6.56            6.40
Pavarde84957      Vardas52623       6.56            6.60
Pavarde64281      Vardas30767       6.56            6.60
Pavarde67558      Vardas5883        6.56            6.60
Pavarde65356      Vardas99354       6.56            6.40
Pavarde66635      Vardas1290        6.56            6.60
Pavarde88879      Vardas4094        6.56            6.40
Pavarde32809      Vardas47978       6.56            7.00
Pavarde71300      Vardas53455       6.56            6.20
Pavarde24767      Vardas40165       6.56            6.00
Pavarde5353       Vardas91597       6.56            6.00
Pavarde59595      Vardas68877       6.56            6.60
Pavarde71298      Vardas55972       6.56            6.60
Pavarde63832      Vardas52669       6.56            6.20
Pavarde62165      Vardas248         6.56            6.40
Pavarde65221      Vardas21853       6.56            6.60
Pavarde59541      Vardas98764       6.56            6.40
Pavarde30338      Vardas78145       6.56            6.60
Pavarde47629      Vardas49877       6.56            6.60
Pavarde19583      Vardas91378       6.56            6.40
Pavarde65653      Vardas53038       6.56            6.60
Pavarde11881      Vardas442         6.56            7.00
Pavarde2086       Vardas79001       6.56            6.20
Pavarde58246      Vardas10298       6.56            6.40
Pavarde94722      Vardas10098       6.56            6.60
Pavarde71849      Vardas83473       6.56            6.00
Pavarde77873      Vardas21414       6.56            6.40
Pavarde88920      Vardas84295       6.56            6.00
Pavarde96005      Vardas16083       6.56            6.60
Pavarde60346      Vardas49462       6.56            6.00
Pavarde17659      Vardas15692       6.56            6.60
Pavarde23502      Vardas5333        6.56            6.60
Pavarde49057      Vardas36204       6.56            6.60
Pavarde3228       Vardas1018        6.56            6.40
Pavarde92698      Vardas7896        6.56            6.20
Pavarde30668      Vardas14277       6.56            6.00
Pavarde8539       Vardas83172       6.56            7.60
Pavarde95197      Vardas13971       6.56            6.40
Pavarde85698      Vardas56169       6.56            6.00
Pavarde10994      Vardas1477        6.56            6.80
Pavarde77342      Vardas52408       6.56            6.60
Pavarde51562      Vardas33199       6.56            6.60
Pavarde79497      Vardas98004       6.56            6.40
Pavarde93558      Vardas84444       6.56            6.60
Pavarde90979      Vardas55896       6.56            6.40
Pavarde80089      Vardas53812       6.56            6.60
Pavarde89847      Vardas8265        6.56            6.20
Pavarde55957      Vardas90369       6.56            7.00
Pavarde43516      Vardas38286       6.56            6.60
Pavarde26873      Vardas63300       6.56            6.20
Pavarde49593      Vardas52020       6.56            6.40
Pavarde48751      Vardas28088       6.56            6.00
Pavarde19413      Vardas28562       6.56            6.00
Pavarde65833      Vardas37663       6.56            6.40
Pavarde19238      Vardas44045       6.56            6.00
Pavarde58898      Vardas35038       6.56            6.60
Pavarde91852      Vardas85271       6.56            6.60
Pavarde48940      Vardas81235       6.56            6.40
Pavarde98074      Vardas23301       6.56            6.00
Pavarde93173      Vardas1630        6.56            6.00
Pavarde53071      Vardas39554       6.56            6.20
Pavarde73154      Vardas33754       6.56            6.00
Pavarde82491      Vardas78434       6.56            6.40
Pavarde75898      Vardas62547       6.56            6.20
Pavarde64690      Vardas29654       6.56            7.20
Pavarde70912      Vardas77886       6.56            6.40
Pavarde75115      Vardas50331       6.56            6.40
Pavarde41487      Vardas47640       6.56            6.20
Pavarde69462      Vardas77820       6.56            6.00
Pavarde47890      Vardas17277       6.56            6.00
Pavarde46823      Vardas87286       6.56            6.40
Pavarde6176       Vardas64292       6.56            6.20
Pavarde16625      Vardas36946       6.56            6.80
Pavarde49261      Vardas77956       6.56            6.80
Pavarde94037      Vardas81695       6.56            7.40
Pavarde24094      Vardas87576       6.56            6.20
Pavarde94599      Vardas81773       6.56            6.20
Pavarde54124      Vardas44677       6.56            7.00
Pavarde89875      Vardas86634       6.56            6.00
Pavarde73896      Vardas3295        6.56            7.00
Pavarde84287      Vardas26043       6.56            6.60
Pavarde1989       Vardas4719        6.56            6.20
Pavarde39734      Vardas84471       6.56            6.40
Pavarde82950      Vardas28661       6.56            6.40
Pavarde48963      Vardas79765       6.56            7.00
Pavarde62665      Vardas97759       6.56            6.60
Pavarde54564      Vardas9143        6.56            6.00
Pavarde51224      Vardas74458       6.56            6.60
Pavarde68119      Vardas45368       6.56            6.40
Pavarde86182      Vardas67956       6.56            6.20
Pavarde2885       Vardas33678       6.56            6.00
Pavarde1896       Vardas33851       6.56            7.00
Pavarde61790      Vardas92654       6.56            6.20
Pavarde76374      Vardas45934       6.56            6.80
Pavarde82484      Vardas16523       6.56            6.40
Pavarde45262      Vardas73993       6.56            7.20
Pavarde31562      Vardas47461       6.56            6.60
Pavarde96043      Vardas55664       6.56            6.60
Pavarde17519      Vardas75128       6.56            6.40
Pavarde13525      Vardas96215       6.56            6.40
Pavarde69117      Vardas83384       6.56            6.60
Pavarde63717      Vardas45969       6.56            6.20
Pavarde12926      Vardas89896       6.56            6.60
Pavarde53514      Vardas24185       6.56            6.60
Pavarde55432      Vardas33033       6.56            5.60
Pavarde26826      Vardas16014       6.56            6.60
Pavarde33556      Vardas17192       6.56            6.60
Pavarde35601      Vardas22048       6.56            6.40
Pavarde18052      Vardas35566       6.56            6.60
Pavarde69872      Vardas95974       6.56            6.80
Pavarde17760      Vardas52339       6.56            6.60
Pavarde64055      Vardas5615        6.56            6.20
Pavarde2312       Vardas393         6.56            6.60
Pavarde12002      Vardas39117       6.56            6.00
Pavarde35736      Vardas83560       6.56            6.00
Pavarde49799      Vardas85614       6.56            6.60
Pavarde5696       Vardas43699       6.56            6.60
Pavarde47186      Vardas47271       6.56            6.40
Pavarde52964      Vardas56744       6.56            5.80
Pavarde73931      Vardas44339       6.56            6.80
Pavarde61137      Vardas42845       6.56            6.60
Pavarde20203      Vardas12765       6.56            6.20
Pavarde87768      Vardas62411       6.56            6.60
Pavarde31166      Vardas71951       6.56            6.40
Pavarde20837      Vardas47508       6.56            6.00
Pavarde21812      Vardas71796       6.56            6.80
Pavarde67954      Vardas53889       6.56            6.20
Pavarde21572      Vardas9094        6.56            6.20
Pavarde18550      Vardas51280       6.56            6.20
Pavarde30212      Vardas17763       6.56            6.40
Pavarde29105      Vardas84631       6.60            6.60
Pavarde96259      Vardas99088       6.60            6.40
Pavarde6350       Vardas49625       6.60            7.00
Pavarde77546      Vardas16118       6.60            6.60
Pavarde80597      Vardas58882       6.60            6.60
Pavarde54798      Vardas67341       6.60            6.40
Pavarde49485      Vardas99835       6.60            6.40
Pavarde17447      Vardas15400       6.60            6.00
Pavarde60862      Vardas47183       6.60            6.20
Pavarde71643      Vardas33016       6.60            6.20
Pavarde33324      Vardas17282       6.60            6.00
Pavarde24431      Vardas61318       6.60            6.40
Pavarde49076      Vardas71429       6.60            6.60
Pavarde81910      Vardas13167       6.60            6.00
Pavarde43860      Vardas29498       6.60            6.60
Pavarde2149       Vardas23896       6.60            7.00
Pavarde76948      Vardas10894       6.60            7.00
Pavarde89680      Vardas88127       6.60            6.60
Pavarde3276       Vardas32732       6.60            6.00
Pavarde80610      Vardas70080       6.60            6.60
Pavarde26302      Vardas6898        6.60            6.60
Pavarde12623      Vardas50976       6.60            6.60
Pavarde17634      Vardas78984       6.60            6.60
Pavarde2397       Vardas69040       6.60            6.60
Pavarde28560      Vardas66911       6.60            6.20
Pavarde70291      Vardas92238       6.60            7.00
Pavarde82177      Vardas39889       6.60            6.80
Pavarde84602      Vardas98421       6.60            6.40
Pavarde55292      Vardas55792       6.60            6.40
Pavarde50788      Vardas67859       6.60            6.40
Pavarde46212      Vardas13712       6.60            6.60
Pavarde15285      Vardas75080       6.60            6.60
Pavarde59331      Vardas76082       6.60            7.00
Pavarde13890      Vardas63186       6.60            6.20
